combination_id,score_to_min,land_use_1,land_use_2,land_use_3,land_use_4
27847,0.2951329992781206,Peach,Grape,Maize,Broad acre vegetable rotation
27848,0.2558740992599992,Peach,Grape,Ryegrass Seed,Kale
27849,0.27193289752049604,Peach,Grape,Ryegrass Seed,Barley
27850,0.3075650439856241,Peach,Grape,Ryegrass Seed,South Island arable rotation
27851,0.40740646642158523,Peach,Grape,Ryegrass Seed,Broad acre vegetable rotation
27852,0.37607934816049465,Peach,Grape,Kale,Barley
27853,0.21946969438274216,Peach,Grape,Kale,South Island arable rotation
27854,0.27637937067333546,Peach,Grape,Kale,Broad acre vegetable rotation
27855,0.23164274474743507,Peach,Grape,Barley,South Island arable rotation
27856,0.2931234570403661,Peach,Grape,Barley,Broad acre vegetable rotation
27857,0.49239492726585665,Peach,Grape,South Island arable rotation,Broad acre vegetable rotation
27858,0.27345783992882433,Peach,Apple,Avocado,Lemon (Yen Ben)
27859,0.5066657198708496,Peach,Apple,Avocado,Blueberry
27860,0.5898020618755975,Peach,Apple,Avocado,Cherry (UFO)
27861,0.6175105807954453,Peach,Apple,Avocado,Cherry (CL)
27862,0.24901924744346055,Peach,Apple,Avocado,Kiwifruit (Gold)
27863,0.2306336048298118,Peach,Apple,Avocado,Kiwifruit (Green)
27864,0.3524415006441124,Peach,Apple,Avocado,Onion
27865,0.47201473860387955,Peach,Apple,Avocado,Squash
27866,0.2867071850051301,Peach,Apple,Avocado,Wheat
27867,0.3521317802177036,Peach,Apple,Avocado,Vining Pea
27868,0.19398255748867638,Peach,Apple,Avocado,Field Pea
27869,0.31861251267005397,Peach,Apple,Avocado,Maize
27870,0.10747542634267214,Peach,Apple,Avocado,Ryegrass Seed
27871,0.24338324784941545,Peach,Apple,Avocado,Kale
27872,0.23437016661294088,Peach,Apple,Avocado,Barley
27873,0.2792248872046168,Peach,Apple,Avocado,South Island arable rotation
27874,0.40426061251234613,Peach,Apple,Avocado,Broad acre vegetable rotation
27875,0.5330622125267851,Peach,Apple,Lemon (Yen Ben),Blueberry
27876,0.5798976811465144,Peach,Apple,Lemon (Yen Ben),Cherry (UFO)
27877,0.6054873484222046,Peach,Apple,Lemon (Yen Ben),Cherry (CL)
27878,0.34195696391948305,Peach,Apple,Lemon (Yen Ben),Kiwifruit (Gold)
27879,0.3138301314346404,Peach,Apple,Lemon (Yen Ben),Kiwifruit (Green)
27880,0.39680811780769976,Peach,Apple,Lemon (Yen Ben),Onion
27881,0.4657526940957215,Peach,Apple,Lemon (Yen Ben),Squash
27882,0.4068084677624483,Peach,Apple,Lemon (Yen Ben),Wheat
27883,0.3687281247240622,Peach,Apple,Lemon (Yen Ben),Vining Pea
27884,0.20327971899144207,Peach,Apple,Lemon (Yen Ben),Field Pea
27885,0.4251701426788018,Peach,Apple,Lemon (Yen Ben),Maize
27886,0.1504906001159885,Peach,Apple,Lemon (Yen Ben),Ryegrass Seed
27887,0.34377063871077007,Peach,Apple,Lemon (Yen Ben),Kale
27888,0.31951592061389267,Peach,Apple,Lemon (Yen Ben),Barley
27889,0.3082890190110256,Peach,Apple,Lemon (Yen Ben),South Island arable rotation
27890,0.4042783424175086,Peach,Apple,Lemon (Yen Ben),Broad acre vegetable rotation
27891,0.8539000450153595,Peach,Apple,Blueberry,Cherry (UFO)
27892,0.8792163553218616,Peach,Apple,Blueberry,Cherry (CL)
27893,0.5226884835421206,Peach,Apple,Blueberry,Kiwifruit (Gold)
27894,0.5131444262496209,Peach,Apple,Blueberry,Kiwifruit (Green)
27895,0.5071969761469356,Peach,Apple,Blueberry,Onion
27896,0.7602688326614935,Peach,Apple,Blueberry,Squash
27897,0.4937857312946302,Peach,Apple,Blueberry,Wheat
27898,0.45131895010152623,Peach,Apple,Blueberry,Vining Pea
27899,0.3481642784415491,Peach,Apple,Blueberry,Field Pea
27900,0.5521319346897026,Peach,Apple,Blueberry,Maize
27901,0.3712023647301183,Peach,Apple,Blueberry,Ryegrass Seed
27902,0.4703236481094869,Peach,Apple,Blueberry,Kale
27903,0.47441938190132504,Peach,Apple,Blueberry,Barley
27904,0.5496991079921124,Peach,Apple,Blueberry,South Island arable rotation
27905,0.64470311328735,Peach,Apple,Blueberry,Broad acre vegetable rotation
27906,1.050954664162662,Peach,Apple,Cherry (UFO),Cherry (CL)
27907,0.5822885353847747,Peach,Apple,Cherry (UFO),Kiwifruit (Gold)
27908,0.5814294402321105,Peach,Apple,Cherry (UFO),Kiwifruit (Green)
27909,0.5555555027845415,Peach,Apple,Cherry (UFO),Onion
27910,0.8593912429355114,Peach,Apple,Cherry (UFO),Squash
27911,0.5231610192809147,Peach,Apple,Cherry (UFO),Wheat
27912,0.5337321988667428,Peach,Apple,Cherry (UFO),Vining Pea
27913,0.4523511469213885,Peach,Apple,Cherry (UFO),Field Pea
27914,0.5787168295620438,Peach,Apple,Cherry (UFO),Maize
27915,0.4704207186527022,Peach,Apple,Cherry (UFO),Ryegrass Seed
27916,0.5114788942483915,Peach,Apple,Cherry (UFO),Kale
27917,0.523831480355476,Peach,Apple,Cherry (UFO),Barley
27918,0.6484280685728031,Peach,Apple,Cherry (UFO),South Island arable rotation
27919,0.7764931227487691,Peach,Apple,Cherry (UFO),Broad acre vegetable rotation
27920,0.6086870019776027,Peach,Apple,Cherry (CL),Kiwifruit (Gold)
27921,0.6084134450826204,Peach,Apple,Cherry (CL),Kiwifruit (Green)
27922,0.5790639290197577,Peach,Apple,Cherry (CL),Onion
27923,0.8863891284010957,Peach,Apple,Cherry (CL),Squash
27924,0.5469315831895486,Peach,Apple,Cherry (CL),Wheat
27925,0.5573314025143423,Peach,Apple,Cherry (CL),Vining Pea
27926,0.4799121174731275,Peach,Apple,Cherry (CL),Field Pea
27927,0.6022834708283714,Peach,Apple,Cherry (CL),Maize
27928,0.49919068099276653,Peach,Apple,Cherry (CL),Ryegrass Seed
27929,0.5364282594126397,Peach,Apple,Cherry (CL),Kale
27930,0.5492803555740732,Peach,Apple,Cherry (CL),Barley
27931,0.6758654604344956,Peach,Apple,Cherry (CL),South Island arable rotation
27932,0.8038150900894349,Peach,Apple,Cherry (CL),Broad acre vegetable rotation
27933,0.28917305620116607,Peach,Apple,Kiwifruit (Gold),Kiwifruit (Green)
27934,0.3569980774060474,Peach,Apple,Kiwifruit (Gold),Onion
27935,0.45901683687847317,Peach,Apple,Kiwifruit (Gold),Squash
27936,0.38820934502951,Peach,Apple,Kiwifruit (Gold),Wheat
27937,0.33673690822121777,Peach,Apple,Kiwifruit (Gold),Vining Pea
27938,0.16873032543357563,Peach,Apple,Kiwifruit (Gold),Field Pea
27939,0.4126523081499577,Peach,Apple,Kiwifruit (Gold),Maize
27940,0.11744325756207587,Peach,Apple,Kiwifruit (Gold),Ryegrass Seed
27941,0.33630177603183353,Peach,Apple,Kiwifruit (Gold),Kale
27942,0.31623133082399485,Peach,Apple,Kiwifruit (Gold),Barley
27943,0.29504171762633435,Peach,Apple,Kiwifruit (Gold),South Island arable rotation
27944,0.3970403798596646,Peach,Apple,Kiwifruit (Gold),Broad acre vegetable rotation
27945,0.35132527326846313,Peach,Apple,Kiwifruit (Green),Onion
27946,0.4600601286980071,Peach,Apple,Kiwifruit (Green),Squash
27947,0.3501149311504258,Peach,Apple,Kiwifruit (Green),Wheat
27948,0.3382619843141656,Peach,Apple,Kiwifruit (Green),Vining Pea
27949,0.17042055199063974,Peach,Apple,Kiwifruit (Green),Field Pea
27950,0.37680310471153805,Peach,Apple,Kiwifruit (Green),Maize
27951,0.10056754568206401,Peach,Apple,Kiwifruit (Green),Ryegrass Seed
27952,0.3006760323824535,Peach,Apple,Kiwifruit (Green),Kale
27953,0.28377507535316726,Peach,Apple,Kiwifruit (Green),Barley
27954,0.2835896475632366,Peach,Apple,Kiwifruit (Green),South Island arable rotation
27955,0.39514135925439114,Peach,Apple,Kiwifruit (Green),Broad acre vegetable rotation
27956,0.43254440270495575,Peach,Apple,Onion,Squash
27957,0.3586490393769941,Peach,Apple,Onion,Wheat
27958,0.6312805138148273,Peach,Apple,Onion,Vining Pea
27959,0.47265836943325523,Peach,Apple,Onion,Field Pea
27960,0.3173823992860693,Peach,Apple,Onion,Maize
27961,0.34810911319682464,Peach,Apple,Onion,Ryegrass Seed
27962,0.24692204358980593,Peach,Apple,Onion,Kale
27963,0.2094751367043101,Peach,Apple,Onion,Barley
27964,0.3850304203587421,Peach,Apple,Onion,South Island arable rotation
27965,0.4932888194419921,Peach,Apple,Onion,Broad acre vegetable rotation
27966,0.3989449787772893,Peach,Apple,Squash,Wheat
27967,0.39693146552897884,Peach,Apple,Squash,Vining Pea
27968,0.32589005540274174,Peach,Apple,Squash,Field Pea
27969,0.4741963598160193,Peach,Apple,Squash,Maize
27970,0.35807981765848496,Peach,Apple,Squash,Ryegrass Seed
27971,0.41384694108193687,Peach,Apple,Squash,Kale
27972,0.4355034018768386,Peach,Apple,Squash,Barley
27973,0.5194253759975664,Peach,Apple,Squash,South Island arable rotation
27974,0.6287087959880616,Peach,Apple,Squash,Broad acre vegetable rotation
27975,0.34307475895838335,Peach,Apple,Wheat,Vining Pea
27976,0.23049976746374432,Peach,Apple,Wheat,Field Pea
27977,0.5246759350491684,Peach,Apple,Wheat,Maize
27978,0.22376145140634926,Peach,Apple,Wheat,Ryegrass Seed
27979,0.46828820096857887,Peach,Apple,Wheat,Kale
27980,0.4429766381315741,Peach,Apple,Wheat,Barley
27981,0.3150409180991716,Peach,Apple,Wheat,South Island arable rotation
27982,0.3546484372122863,Peach,Apple,Wheat,Broad acre vegetable rotation
27983,0.5243782576813314,Peach,Apple,Vining Pea,Field Pea
27984,0.27430593987871704,Peach,Apple,Vining Pea,Maize
27985,0.39005329714345344,Peach,Apple,Vining Pea,Ryegrass Seed
27986,0.24364829904161636,Peach,Apple,Vining Pea,Kale
27987,0.21038524886447643,Peach,Apple,Vining Pea,Barley
27988,0.4092005319981102,Peach,Apple,Vining Pea,South Island arable rotation
27989,0.49475852571209367,Peach,Apple,Vining Pea,Broad acre vegetable rotation
27990,0.19339024169440155,Peach,Apple,Field Pea,Maize
27991,0.2880900533239803,Peach,Apple,Field Pea,Ryegrass Seed
27992,0.19428815049383025,Peach,Apple,Field Pea,Kale
27993,0.18485470317467623,Peach,Apple,Field Pea,Barley
27994,0.25851497568799053,Peach,Apple,Field Pea,South Island arable rotation
27995,0.36646812895370334,Peach,Apple,Field Pea,Broad acre vegetable rotation
27996,0.23983709982395446,Peach,Apple,Maize,Ryegrass Seed
27997,0.5003478712919361,Peach,Apple,Maize,Kale
27998,0.48349450298496155,Peach,Apple,Maize,Barley
27999,0.3430235986571193,Peach,Apple,Maize,South Island arable rotation
28000,0.3849412954124092,Peach,Apple,Maize,Broad acre vegetable rotation
28001,0.22350261174251004,Peach,Apple,Ryegrass Seed,Kale
28002,0.2241870054412484,Peach,Apple,Ryegrass Seed,Barley
28003,0.190697793201186,Peach,Apple,Ryegrass Seed,South Island arable rotation
28004,0.3140312799803642,Peach,Apple,Ryegrass Seed,Broad acre vegetable rotation
28005,0.45456046724520205,Peach,Apple,Kale,Barley
28006,0.2807375436540503,Peach,Apple,Kale,South Island arable rotation
28007,0.3128872034332897,Peach,Apple,Kale,Broad acre vegetable rotation
28008,0.2759264987814605,Peach,Apple,Barley,South Island arable rotation
28009,0.3150629405008238,Peach,Apple,Barley,Broad acre vegetable rotation
28010,0.47037552997788923,Peach,Apple,South Island arable rotation,Broad acre vegetable rotation
28011,0.5066750453654937,Peach,Avocado,Lemon (Yen Ben),Blueberry
28012,0.5898290280679693,Peach,Avocado,Lemon (Yen Ben),Cherry (UFO)
28013,0.6175351884727449,Peach,Avocado,Lemon (Yen Ben),Cherry (CL)
28014,0.24937504828972257,Peach,Avocado,Lemon (Yen Ben),Kiwifruit (Gold)
28015,0.23082816635194536,Peach,Avocado,Lemon (Yen Ben),Kiwifruit (Green)
28016,0.3517197231204592,Peach,Avocado,Lemon (Yen Ben),Onion
28017,0.472062588679363,Peach,Avocado,Lemon (Yen Ben),Squash
28018,0.2875590669158068,Peach,Avocado,Lemon (Yen Ben),Wheat
28019,0.3511487134023386,Peach,Avocado,Lemon (Yen Ben),Vining Pea
28020,0.19266374007933432,Peach,Avocado,Lemon (Yen Ben),Field Pea
28021,0.31957806318913384,Peach,Avocado,Lemon (Yen Ben),Maize
28022,0.10642785485965751,Peach,Avocado,Lemon (Yen Ben),Ryegrass Seed
28023,0.24436422206873443,Peach,Avocado,Lemon (Yen Ben),Kale
28024,0.23529861032441382,Peach,Avocado,Lemon (Yen Ben),Barley
28025,0.2793603592958667,Peach,Avocado,Lemon (Yen Ben),South Island arable rotation
28026,0.4036207874946808,Peach,Avocado,Lemon (Yen Ben),Broad acre vegetable rotation
28027,0.881975819996096,Peach,Avocado,Blueberry,Cherry (UFO)
28028,0.9082264463206444,Peach,Avocado,Blueberry,Cherry (CL)
28029,0.5055449522961184,Peach,Avocado,Blueberry,Kiwifruit (Gold)
28030,0.5052015356312988,Peach,Avocado,Blueberry,Kiwifruit (Green)
28031,0.5105075438370038,Peach,Avocado,Blueberry,Onion
28032,0.7880642815898719,Peach,Avocado,Blueberry,Squash
28033,0.4451297949817372,Peach,Avocado,Blueberry,Wheat
28034,0.47765351679893475,Peach,Avocado,Blueberry,Vining Pea
28035,0.39259920504108814,Peach,Avocado,Blueberry,Field Pea
28036,0.5131561750368511,Peach,Avocado,Blueberry,Maize
28037,0.4044623116880507,Peach,Avocado,Blueberry,Ryegrass Seed
28038,0.44705598462241336,Peach,Avocado,Blueberry,Kale
28039,0.4641851579343575,Peach,Avocado,Blueberry,Barley
28040,0.5677044115193323,Peach,Avocado,Blueberry,South Island arable rotation
28041,0.6724804567126331,Peach,Avocado,Blueberry,Broad acre vegetable rotation
28042,1.0933491057463527,Peach,Avocado,Cherry (UFO),Cherry (CL)
28043,0.6004040880818483,Peach,Avocado,Cherry (UFO),Kiwifruit (Gold)
28044,0.6074736751186197,Peach,Avocado,Cherry (UFO),Kiwifruit (Green)
28045,0.5925063535156454,Peach,Avocado,Cherry (UFO),Onion
28046,0.9058932635889623,Peach,Avocado,Cherry (UFO),Squash
28047,0.5167845978990505,Peach,Avocado,Cherry (UFO),Wheat
28048,0.5902430262841752,Peach,Avocado,Cherry (UFO),Vining Pea
28049,0.5259182576385729,Peach,Avocado,Cherry (UFO),Field Pea
28050,0.5765808166015656,Peach,Avocado,Cherry (UFO),Maize
28051,0.534927005406216,Peach,Avocado,Cherry (UFO),Ryegrass Seed
28052,0.5285054978499121,Peach,Avocado,Cherry (UFO),Kale
28053,0.5512224717068832,Peach,Avocado,Cherry (UFO),Barley
28054,0.6925538478880688,Peach,Avocado,Cherry (UFO),South Island arable rotation
28055,0.8237609560027059,Peach,Avocado,Cherry (UFO),Broad acre vegetable rotation
28056,0.6285243154179062,Peach,Avocado,Cherry (CL),Kiwifruit (Gold)
28057,0.6358056387773037,Peach,Avocado,Cherry (CL),Kiwifruit (Green)
28058,0.6171342757651991,Peach,Avocado,Cherry (CL),Onion
28059,0.9332163745238763,Peach,Avocado,Cherry (CL),Squash
28060,0.5437102568198243,Peach,Avocado,Cherry (CL),Wheat
28061,0.6142091503297494,Peach,Avocado,Cherry (CL),Vining Pea
28062,0.5526318053136765,Peach,Avocado,Cherry (CL),Field Pea
28063,0.6028229148248013,Peach,Avocado,Cherry (CL),Maize
28064,0.5631699589958388,Peach,Avocado,Cherry (CL),Ryegrass Seed
28065,0.5555002229006897,Peach,Avocado,Cherry (CL),Kale
28066,0.5781639219745831,Peach,Avocado,Cherry (CL),Barley
28067,0.7204747121655711,Peach,Avocado,Cherry (CL),South Island arable rotation
28068,0.851397122478141,Peach,Avocado,Cherry (CL),Broad acre vegetable rotation
28069,0.21959398035963926,Peach,Avocado,Kiwifruit (Gold),Kiwifruit (Green)
28070,0.3217232931228427,Peach,Avocado,Kiwifruit (Gold),Onion
28071,0.4758383558557536,Peach,Avocado,Kiwifruit (Gold),Squash
28072,0.2787682763207623,Peach,Avocado,Kiwifruit (Gold),Wheat
28073,0.3324829365731845,Peach,Avocado,Kiwifruit (Gold),Vining Pea
28074,0.1845935104530688,Peach,Avocado,Kiwifruit (Gold),Field Pea
28075,0.3185130836559814,Peach,Avocado,Kiwifruit (Gold),Maize
28076,0.11081766603705051,Peach,Avocado,Kiwifruit (Gold),Ryegrass Seed
28077,0.2538556171176082,Peach,Avocado,Kiwifruit (Gold),Kale
28078,0.2511681426493436,Peach,Avocado,Kiwifruit (Gold),Barley
28079,0.2825913569721871,Peach,Avocado,Kiwifruit (Gold),South Island arable rotation
28080,0.4085559863487915,Peach,Avocado,Kiwifruit (Gold),Broad acre vegetable rotation
28081,0.33019182175214384,Peach,Avocado,Kiwifruit (Green),Onion
28082,0.4867442324587542,Peach,Avocado,Kiwifruit (Green),Squash
28083,0.2431556348878677,Peach,Avocado,Kiwifruit (Green),Wheat
28084,0.34801331761119014,Peach,Avocado,Kiwifruit (Green),Vining Pea
28085,0.21020691560913998,Peach,Avocado,Kiwifruit (Green),Field Pea
28086,0.28755552195611844,Peach,Avocado,Kiwifruit (Green),Maize
28087,0.13468633580385236,Peach,Avocado,Kiwifruit (Green),Ryegrass Seed
28088,0.22647032405570766,Peach,Avocado,Kiwifruit (Green),Kale
28089,0.23054374016127355,Peach,Avocado,Kiwifruit (Green),Barley
28090,0.2876982612897966,Peach,Avocado,Kiwifruit (Green),South Island arable rotation
28091,0.4182733149322124,Peach,Avocado,Kiwifruit (Green),Broad acre vegetable rotation
28092,0.4730930948707106,Peach,Avocado,Onion,Squash
28093,0.2768232676239855,Peach,Avocado,Onion,Wheat
28094,0.6454959152571208,Peach,Avocado,Onion,Vining Pea
28095,0.5000075072567839,Peach,Avocado,Onion,Field Pea
28096,0.22999342632455555,Peach,Avocado,Onion,Maize
28097,0.37505242671813116,Peach,Avocado,Onion,Ryegrass Seed
28098,0.1825130601571693,Peach,Avocado,Onion,Kale
28099,0.16721167998040048,Peach,Avocado,Onion,Barley
28100,0.4025585873316906,Peach,Avocado,Onion,South Island arable rotation
28101,0.5230750633189979,Peach,Avocado,Onion,Broad acre vegetable rotation
28102,0.38317948593705725,Peach,Avocado,Squash,Wheat
28103,0.46408179464152033,Peach,Avocado,Squash,Vining Pea
28104,0.41529909177319047,Peach,Avocado,Squash,Field Pea
28105,0.4655051135466571,Peach,Avocado,Squash,Maize
28106,0.4328659818121643,Peach,Avocado,Squash,Ryegrass Seed
28107,0.4281089189209217,Peach,Avocado,Squash,Kale
28108,0.4619638085069796,Peach,Avocado,Squash,Barley
28109,0.568572903999536,Peach,Avocado,Squash,South Island arable rotation
28110,0.6820673331364383,Peach,Avocado,Squash,Broad acre vegetable rotation
28111,0.29461362150125364,Peach,Avocado,Wheat,Vining Pea
28112,0.17515342465134606,Peach,Avocado,Wheat,Field Pea
28113,0.4223709647265795,Peach,Avocado,Wheat,Maize
28114,0.14318017139384517,Peach,Avocado,Wheat,Ryegrass Seed
28115,0.3775994795178775,Peach,Avocado,Wheat,Kale
28116,0.3622916245282872,Peach,Avocado,Wheat,Barley
28117,0.25298770317555175,Peach,Avocado,Wheat,South Island arable rotation
28118,0.32710270977971384,Peach,Avocado,Wheat,Broad acre vegetable rotation
28119,0.5680396446855616,Peach,Avocado,Vining Pea,Field Pea
28120,0.22023633922771288,Peach,Avocado,Vining Pea,Maize
28121,0.4389998296089757,Peach,Avocado,Vining Pea,Ryegrass Seed
28122,0.22978233794396055,Peach,Avocado,Vining Pea,Kale
28123,0.22234381856057348,Peach,Avocado,Vining Pea,Barley
28124,0.4498277166962305,Peach,Avocado,Vining Pea,South Island arable rotation
28125,0.5442008534835782,Peach,Avocado,Vining Pea,Broad acre vegetable rotation
28126,0.138245309767892,Peach,Avocado,Field Pea,Maize
28127,0.3633549755197633,Peach,Avocado,Field Pea,Ryegrass Seed
28128,0.1990854044222133,Peach,Avocado,Field Pea,Kale
28129,0.21862700113355318,Peach,Avocado,Field Pea,Barley
28130,0.33193610168539,Peach,Avocado,Field Pea,South Island arable rotation
28131,0.4405895406529779,Peach,Avocado,Field Pea,Broad acre vegetable rotation
28132,0.17921107532964353,Peach,Avocado,Maize,Ryegrass Seed
28133,0.42166209314580627,Peach,Avocado,Maize,Kale
28134,0.41588129846581906,Peach,Avocado,Maize,Barley
28135,0.2942457949417449,Peach,Avocado,Maize,South Island arable rotation
28136,0.36546391116749855,Peach,Avocado,Maize,Broad acre vegetable rotation
28137,0.21147890028559943,Peach,Avocado,Ryegrass Seed,Kale
28138,0.23826269688351903,Peach,Avocado,Ryegrass Seed,Barley
